lemma,layer,seed_42,seed_123,seed_456,seed_789,seed_1011,seed_1213,seed_1415,median
bank,0,0.21082399785518646,0.21155402064323425,0.21082399785518646,0.21082399785518646,0.21155402064323425,0.21082399785518646,0.20924371480941772,0.21082399785518646
bank,4,0.30857136845588684,0.30857136845588684,0.30857136845588684,0.30857136845588684,0.30857136845588684,0.30857136845588684,0.30857136845588684,0.30857136845588684
bank,8,0.31867241859436035,0.31867241859436035,0.31867241859436035,0.31867241859436035,0.31867241859436035,0.31867241859436035,0.31867241859436035,0.31867241859436035
bank,12,0.30600041151046753,0.30600041151046753,0.30600041151046753,0.30600041151046753,0.30600041151046753,0.30600041151046753,0.30600041151046753,0.30600041151046753
bat,0,0.2876148819923401,0.2876148819923401,0.2876148819923401,0.2876148819923401,0.2876148819923401,0.2876148819923401,0.2876148819923401,0.2876148819923401
bat,4,0.3475123345851898,0.3475123345851898,0.3475123345851898,0.3475123345851898,0.3475123345851898,0.3475123345851898,0.3475123345851898,0.3475123345851898
bat,8,0.35300540924072266,0.35300540924072266,0.35300540924072266,0.35300540924072266,0.35300540924072266,0.35300540924072266,0.35300540924072266,0.35300540924072266
bat,12,0.3146854341030121,0.3146854341030121,0.3146854341030121,0.3146854341030121,0.3146854341030121,0.3146854341030121,0.3146854341030121,0.3146854341030121
pitch,0,0.2650880515575409,0.2650880515575409,0.2650880515575409,0.2650880515575409,0.2650880515575409,0.2650880515575409,0.2650880515575409,0.2650880515575409
pitch,4,0.2716377377510071,0.2716377377510071,0.2716377377510071,0.2716377377510071,0.2716377377510071,0.2716377377510071,0.2716377377510071,0.2716377377510071
pitch,8,0.27412909269332886,0.27412909269332886,0.27412909269332886,0.27412909269332886,0.27412909269332886,0.27412909269332886,0.27412909269332886,0.27412909269332886
pitch,12,0.31548386812210083,0.31548386812210083,0.31548386812210083,0.31548386812210083,0.31548386812210083,0.31548386812210083,0.31548386812210083,0.31548386812210083
