lemma,layer,value
bank,0,1.7102023363113403
bank,3,35.73897933959961
bank,6,38.48585510253906
bat,0,4.345816135406494
bat,3,17.956716537475586
bat,6,20.516433715820312
pitch,0,2.1224067211151123
pitch,3,25.10758399963379
pitch,6,44.48258972167969
