lemma,layer,value
bank,0,6.13897971218259
bank,3,1.3993918117299065
bank,6,1.3722156884805943
bat,0,2.4210695672455613
bat,3,1.2006655156049897
bat,6,1.1030268189788175
pitch,0,5.043398081437533
pitch,3,1.4823187388296308
pitch,6,1.129886681542086
