lemma,layer,value
bank,0,0.025436608120799065
bank,3,0.3202947676181793
bank,6,0.341272234916687
bat,0,0.14776748418807983
bat,3,0.34860262274742126
bat,6,0.37682396173477173
pitch,0,0.008179166354238987
pitch,3,0.2518867552280426
pitch,6,0.3651132881641388
