lemma,layer,seed_42,seed_123,seed_456,seed_789,seed_1011,seed_1213,seed_1415,median
bank,0,0.49934977293014526,1.4049419164657593,0.9660394787788391,0.5938411951065063,0.8470531702041626,0.7647218704223633,0.31265538930892944,0.7647218704223633
bank,4,0.9879308342933655,0.7828407883644104,1.729480266571045,0.6799848675727844,2.000162363052368,1.384493350982666,2.3437044620513916,1.384493350982666
bank,8,1.043416142463684,0.8028230667114258,1.7214385271072388,0.7665679454803467,1.863845705986023,1.1850017309188843,2.48844051361084,1.1850017309188843
bank,12,1.1721546649932861,0.7931403517723083,1.5372388362884521,0.7427418828010559,2.05877947807312,1.060164213180542,2.5702643394470215,1.1721546649932861
bat,0,0.7350700497627258,2.457099437713623,1.4222893714904785,1.5712003707885742,0.8210951089859009,0.7234377861022949,1.5061146020889282,1.4222893714904785
bat,4,2.804579973220825,0.9788179397583008,0.79258793592453,1.3115923404693604,0.6523194909095764,1.0991756916046143,1.7552152872085571,1.0991756916046143
bat,8,2.6154122352600098,0.9793344140052795,0.8227906823158264,1.2705308198928833,0.7189610004425049,1.0428513288497925,1.8633805513381958,1.0428513288497925
bat,12,2.2887938022613525,0.8677451610565186,0.815203845500946,1.1965746879577637,1.0102591514587402,0.9902713894844055,1.4571932554244995,1.0102591514587402
pitch,0,1.4790962934494019,1.7124029397964478,0.8806269764900208,0.32381826639175415,1.0958619117736816,1.294191598892212,0.780409038066864,1.0958619117736816
pitch,4,0.9044703245162964,0.7693208456039429,0.7440346479415894,0.6825664639472961,0.771432101726532,1.1049854755401611,0.7551739811897278,0.7693208456039429
pitch,8,0.8408840894699097,0.6830489039421082,0.8177739977836609,0.7661581635475159,0.8939028382301331,1.0557774305343628,0.8046979904174805,0.8177739977836609
pitch,12,0.8703820705413818,0.8781151175498962,0.9209722280502319,0.8898382782936096,0.8029133081436157,0.8469890356063843,0.8695225119590759,0.8703820705413818
