lemma,layer,value
bank,0,0.0
bank,3,0.0
bank,6,0.0
bat,0,0.11091661351673915
bat,3,0.11091661351673915
bat,6,0.11091661351673915
pitch,0,0.0
pitch,3,0.0
pitch,6,0.0
