lemma,layer,seed_42,seed_123,seed_456,seed_789,seed_1011,seed_1213,seed_1415,median
bank,0,0.009842429178468247,0.009842429178468247,0.0029593656109256432,4.858385843299648e-05,0.009842429178468247,0.0029593656109256432,0.0029593656109256432,0.0029593656109256432
bank,3,0.8876591103373316,0.8876591103373316,0.8876591103373316,0.8876591103373316,0.8876591103373316,0.8876591103373316,0.8876591103373316,0.8876591103373316
bank,6,0.851462960613787,0.851462960613787,0.851462960613787,0.851462960613787,0.851462960613787,0.851462960613787,0.851462960613787,0.851462960613787
bat,0,0.40335990224763324,0.40335990224763324,0.12032653233127003,0.12032653233127003,0.12032653233127003,0.02641527510742188,0.02641527510742188,0.12032653233127003
bat,3,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118
bat,6,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245
pitch,0,0.005805085692837198,0.004751800640099244,0.010668171108208594,0.010668171108208594,0.010668171108208594,0.010519045345731585,0.010668171108208594,0.010668171108208594
pitch,3,0.695769077069949,0.695769077069949,0.695769077069949,0.695769077069949,0.695769077069949,0.695769077069949,0.695769077069949,0.695769077069949
pitch,6,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375
run,0,0.007899080172672381,0.00016465791201843041,0.0004363447952512199,0.02171888172243439,0.009384314411993291,0.008222708985410481,0.004073805173347703,0.007899080172672381
run,3,0.8420054175706658,0.8420054175706658,0.8420054175706658,0.8420054175706658,0.8420054175706658,0.8420054175706658,0.8420054175706658,0.8420054175706658
run,6,0.8623104280418064,0.8623104280418064,0.8623104280418064,0.8623104280418064,0.8623104280418064,0.8623104280418064,0.8623104280418064,0.8623104280418064
