lemma,layer,seed_42,seed_123,seed_456,seed_789,seed_1011,seed_1213,seed_1415,median
bank,0,0.007977876062301126,0.019694372076953043,0.0009107896421531206,0.0006487096370498147,0.0005089018022004947,8.378823735216347e-05,0.01162632834357806,0.0009107896421531206
bank,4,0.6544412403538928,0.6544412403538928,0.654441240353893,0.6544412403538928,0.654441240353893,0.654441240353893,0.6544412403538928,0.6544412403538928
bank,8,0.8974303830238967,0.8974303830238967,0.8974303830238967,0.8974303830238967,0.8974303830238967,0.8974303830238967,0.8974303830238967,0.8974303830238967
bank,12,0.63384627203639,0.63384627203639,0.63384627203639,0.63384627203639,0.63384627203639,0.63384627203639,0.63384627203639,0.63384627203639
bat,0,0.10779455579894391,0.10779455579894391,0.10779455579894391,0.10779455579894391,0.10779455579894391,0.10779455579894391,0.10779455579894391,0.10779455579894391
bat,4,0.7234339026966531,0.7234339026966532,0.7234339026966532,0.7234339026966532,0.7234339026966532,0.7234339026966531,0.7234339026966532,0.7234339026966532
bat,8,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118,0.8605914650528118
bat,12,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245,0.6339264447839245
pitch,0,0.04693314207303413,0.022169915622564956,0.022169915622564956,0.04693314207303413,0.04693314207303413,0.04693314207303413,0.04693314207303413,0.04693314207303413
pitch,4,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375
pitch,8,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375
pitch,12,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375,0.8108082864341375
run,0,0.0014396661681517582,0.002016159745013338,0.012894787844687223,0.004074642148590304,0.0017968930918712395,0.004758767078539813,9.943856154444115e-05,0.002016159745013338
run,4,0.5134540226768196,0.5134540226768196,0.5134540226768196,0.5134540226768196,0.5134540226768196,0.5134540226768196,0.5134540226768196,0.5134540226768196
run,8,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686
run,12,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686,0.8207092545987686
