lemma,layer,seed_42,seed_123,seed_456,seed_789,seed_1011,seed_1213,seed_1415,median
bank,0,20.93187141418457,36.600833892822266,16.4674015045166,16.402408599853516,24.037994384765625,26.041549682617188,18.922216415405273,20.93187141418457
bank,4,110.47090911865234,110.47090911865234,110.47090911865234,110.47090911865234,110.47090911865234,110.47090911865234,110.47090911865234,110.47090911865234
bank,8,219.25514221191406,219.25514221191406,219.25514221191406,219.25514221191406,219.25514221191406,219.25514221191406,219.25514221191406,219.25514221191406
bank,12,248.41262817382812,248.41262817382812,248.41262817382812,248.41262817382812,248.41262817382812,248.41262817382812,248.41262817382812,248.41262817382812
bat,0,11.656280517578125,11.656280517578125,11.656280517578125,11.656280517578125,11.656280517578125,11.656280517578125,11.656280517578125,11.656280517578125
bat,4,19.06296157836914,19.06296157836914,19.06296157836914,19.06296157836914,19.06296157836914,19.06296157836914,19.06296157836914,19.06296157836914
bat,8,16.87005043029785,16.87005043029785,16.87005043029785,16.87005043029785,16.87005043029785,16.87005043029785,16.87005043029785,16.87005043029785
bat,12,15.38382339477539,15.38382339477539,15.38382339477539,15.38382339477539,15.38382339477539,15.38382339477539,15.38382339477539,15.38382339477539
pitch,0,13.77531623840332,14.069878578186035,14.069878578186035,13.77531623840332,13.77531623840332,13.77531623840332,13.77531623840332,13.77531623840332
pitch,4,27.414936065673828,27.414936065673828,27.414936065673828,27.414936065673828,27.414936065673828,27.414936065673828,27.414936065673828,27.414936065673828
pitch,8,26.863527297973633,26.863527297973633,26.863527297973633,26.863527297973633,26.863527297973633,26.863527297973633,26.863527297973633,26.863527297973633
pitch,12,33.19085693359375,33.19085693359375,33.19085693359375,33.19085693359375,33.19085693359375,33.19085693359375,33.19085693359375,33.19085693359375
run,0,16.461341857910156,8.330973625183105,13.568727493286133,13.78970718383789,25.73950958251953,16.800661087036133,14.495463371276855,14.495463371276855
run,4,134.16287231445312,134.16287231445312,134.16287231445312,134.16287231445312,134.16287231445312,134.16287231445312,134.16287231445312,134.16287231445312
run,8,154.6971435546875,154.6971435546875,154.6971435546875,154.6971435546875,154.6971435546875,154.6971435546875,154.6971435546875,154.6971435546875
run,12,171.27859497070312,171.27859497070312,171.27859497070312,171.27859497070312,171.27859497070312,171.27859497070312,171.27859497070312,171.27859497070312
