lemma,layer,seed_42,seed_123,seed_456,seed_789,seed_1011,seed_1213,seed_1415,median
bank,0,0.2140691876411438,0.2140691876411438,0.2140691876411438,0.2140691876411438,0.2140691876411438,0.2140691876411438,0.2140691876411438,0.2140691876411438
bank,4,0.340487003326416,0.340487003326416,0.340487003326416,0.340487003326416,0.340487003326416,0.340487003326416,0.340487003326416,0.340487003326416
bank,8,0.4616401493549347,0.4616401493549347,0.4616401493549347,0.4616401493549347,0.4616401493549347,0.4616401493549347,0.4616401493549347,0.4616401493549347
bank,12,0.525853157043457,0.525853157043457,0.525853157043457,0.525853157043457,0.525853157043457,0.525853157043457,0.525853157043457,0.525853157043457
bat,0,0.36101603507995605,0.36101603507995605,0.36101603507995605,0.36101603507995605,0.36101603507995605,0.36101603507995605,0.36101603507995605,0.36101603507995605
bat,4,0.43634849786758423,0.43634849786758423,0.43634849786758423,0.43634849786758423,0.43634849786758423,0.43634849786758423,0.43634849786758423,0.43634849786758423
bat,8,0.40763986110687256,0.40763986110687256,0.40763986110687256,0.40763986110687256,0.40763986110687256,0.40763986110687256,0.40763986110687256,0.40763986110687256
bat,12,0.3860357701778412,0.3860357701778412,0.3860357701778412,0.3860357701778412,0.3860357701778412,0.3860357701778412,0.3860357701778412,0.3860357701778412
pitch,0,0.33497557044029236,0.33497557044029236,0.33497557044029236,0.33497557044029236,0.33497557044029236,0.33497557044029236,0.33497557044029236,0.33497557044029236
pitch,4,0.4364530146121979,0.4364530146121979,0.4364530146121979,0.4364530146121979,0.4364530146121979,0.4364530146121979,0.4364530146121979,0.4364530146121979
pitch,8,0.4506600797176361,0.4506600797176361,0.4506600797176361,0.4506600797176361,0.4506600797176361,0.4506600797176361,0.4506600797176361,0.4506600797176361
pitch,12,0.5020712614059448,0.5020712614059448,0.5020712614059448,0.5020712614059448,0.5020712614059448,0.5020712614059448,0.5020712614059448,0.5020712614059448
run,0,0.20280249416828156,0.20280249416828156,0.20280249416828156,0.20280249416828156,0.20280249416828156,0.20280249416828156,0.20280249416828156,0.20280249416828156
run,4,0.4268415868282318,0.4268415868282318,0.4268415868282318,0.4268415868282318,0.4268415868282318,0.4268415868282318,0.4268415868282318,0.4268415868282318
run,8,0.3943142294883728,0.3943142294883728,0.3943142294883728,0.3943142294883728,0.3943142294883728,0.3943142294883728,0.3943142294883728,0.3943142294883728
run,12,0.4112352132797241,0.4112352132797241,0.4112352132797241,0.4112352132797241,0.4112352132797241,0.4112352132797241,0.4112352132797241,0.4112352132797241
